2024-09-26 21:35:12,254 - INFO - objects_num_before_nms: 57, objects_num_after_nms: 4, person_num_after_nms: 2, car_num_after_nms: 2 -> _objects_num_before_nms: 9695, _objects_num_after_nms: 635, _person_num_after_nms: 633, _car_num_after_nms: 2
2024-09-26 21:38:52,934 - INFO - objects_num_before_nms: 89, objects_num_after_nms: 9, person_num_after_nms: 7, car_num_after_nms: 1 -> _objects_num_before_nms: 8020, _objects_num_after_nms: 404, _person_num_after_nms: 403, _car_num_after_nms: 1
2024-09-26 21:38:58,318 - INFO - objects_num_before_nms: 54, objects_num_after_nms: 5, person_num_after_nms: 3, car_num_after_nms: 1 -> _objects_num_before_nms: 7264, _objects_num_after_nms: 374, _person_num_after_nms: 372, _car_num_after_nms: 0
2024-09-26 21:39:03,808 - INFO - objects_num_before_nms: 53, objects_num_after_nms: 5, person_num_after_nms: 3, car_num_after_nms: 1 -> _objects_num_before_nms: 7992, _objects_num_after_nms: 452, _person_num_after_nms: 442, _car_num_after_nms: 2
2024-09-26 21:39:09,284 - INFO - objects_num_before_nms: 53, objects_num_after_nms: 6, person_num_after_nms: 4, car_num_after_nms: 1 -> _objects_num_before_nms: 7317, _objects_num_after_nms: 433, _person_num_after_nms: 433, _car_num_after_nms: 0
2024-09-26 21:39:14,674 - INFO - objects_num_before_nms: 38, objects_num_after_nms: 6, person_num_after_nms: 4, car_num_after_nms: 1 -> _objects_num_before_nms: 5913, _objects_num_after_nms: 326, _person_num_after_nms: 326, _car_num_after_nms: 0
2024-09-26 21:39:20,004 - INFO - objects_num_before_nms: 61, objects_num_after_nms: 6, person_num_after_nms: 4, car_num_after_nms: 1 -> _objects_num_before_nms: 7710, _objects_num_after_nms: 514, _person_num_after_nms: 505, _car_num_after_nms: 0
2024-09-26 21:39:24,968 - INFO - objects_num_before_nms: 34, objects_num_after_nms: 5, person_num_after_nms: 3, car_num_after_nms: 1 -> _objects_num_before_nms: 7029, _objects_num_after_nms: 402, _person_num_after_nms: 398, _car_num_after_nms: 0
2024-09-26 21:39:30,171 - INFO - objects_num_before_nms: 30, objects_num_after_nms: 4, person_num_after_nms: 3, car_num_after_nms: 1 -> _objects_num_before_nms: 7538, _objects_num_after_nms: 446, _person_num_after_nms: 442, _car_num_after_nms: 3
2024-09-26 21:39:35,390 - INFO - objects_num_before_nms: 40, objects_num_after_nms: 5, person_num_after_nms: 3, car_num_after_nms: 1 -> _objects_num_before_nms: 7735, _objects_num_after_nms: 433, _person_num_after_nms: 432, _car_num_after_nms: 0
2024-09-26 21:39:40,656 - INFO - objects_num_before_nms: 34, objects_num_after_nms: 4, person_num_after_nms: 2, car_num_after_nms: 1 -> _objects_num_before_nms: 6953, _objects_num_after_nms: 360, _person_num_after_nms: 359, _car_num_after_nms: 0
2024-09-26 21:39:45,899 - INFO - objects_num_before_nms: 34, objects_num_after_nms: 4, person_num_after_nms: 3, car_num_after_nms: 1 -> _objects_num_before_nms: 7833, _objects_num_after_nms: 431, _person_num_after_nms: 428, _car_num_after_nms: 0
2024-09-26 21:40:26,451 - INFO - objects_num_before_nms: 37, objects_num_after_nms: 4, person_num_after_nms: 2, car_num_after_nms: 1 -> _objects_num_before_nms: 7138, _objects_num_after_nms: 369, _person_num_after_nms: 368, _car_num_after_nms: 1
2024-09-26 21:40:31,911 - INFO - objects_num_before_nms: 27, objects_num_after_nms: 5, person_num_after_nms: 3, car_num_after_nms: 1 -> _objects_num_before_nms: 6093, _objects_num_after_nms: 325, _person_num_after_nms: 323, _car_num_after_nms: 0
2024-09-26 21:40:37,075 - INFO - objects_num_before_nms: 37, objects_num_after_nms: 4, person_num_after_nms: 2, car_num_after_nms: 1 -> _objects_num_before_nms: 5765, _objects_num_after_nms: 297, _person_num_after_nms: 295, _car_num_after_nms: 0
2024-09-26 21:40:42,377 - INFO - objects_num_before_nms: 31, objects_num_after_nms: 5, person_num_after_nms: 3, car_num_after_nms: 1 -> _objects_num_before_nms: 5892, _objects_num_after_nms: 334, _person_num_after_nms: 332, _car_num_after_nms: 2
2024-09-26 21:41:25,467 - INFO - objects_num_before_nms: 40, objects_num_after_nms: 6, person_num_after_nms: 4, car_num_after_nms: 1 -> _objects_num_before_nms: 7241, _objects_num_after_nms: 429, _person_num_after_nms: 428, _car_num_after_nms: 0
2024-09-26 21:41:30,920 - INFO - objects_num_before_nms: 36, objects_num_after_nms: 5, person_num_after_nms: 3, car_num_after_nms: 1 -> _objects_num_before_nms: 6570, _objects_num_after_nms: 382, _person_num_after_nms: 381, _car_num_after_nms: 1
2024-09-26 21:41:36,018 - INFO - objects_num_before_nms: 17, objects_num_after_nms: 3, person_num_after_nms: 2, car_num_after_nms: 0 -> _objects_num_before_nms: 8004, _objects_num_after_nms: 454, _person_num_after_nms: 454, _car_num_after_nms: 0
2024-09-26 21:41:41,398 - INFO - objects_num_before_nms: 2, objects_num_after_nms: 1, person_num_after_nms: 1, car_num_after_nms: 0 -> _objects_num_before_nms: 6518, _objects_num_after_nms: 359, _person_num_after_nms: 359, _car_num_after_nms: 0
2024-09-26 21:42:02,321 - INFO - objects_num_before_nms: 11, objects_num_after_nms: 4, person_num_after_nms: 4, car_num_after_nms: 0 -> _objects_num_before_nms: 8326, _objects_num_after_nms: 503, _person_num_after_nms: 503, _car_num_after_nms: 0
2024-09-26 21:42:07,911 - INFO - objects_num_before_nms: 4, objects_num_after_nms: 1, person_num_after_nms: 1, car_num_after_nms: 0 -> _objects_num_before_nms: 8990, _objects_num_after_nms: 534, _person_num_after_nms: 534, _car_num_after_nms: 0
2024-09-26 21:42:13,153 - INFO - objects_num_before_nms: 0, objects_num_after_nms: 0, person_num_after_nms: 0, car_num_after_nms: 0 -> _objects_num_before_nms: 8186, _objects_num_after_nms: 509, _person_num_after_nms: 509, _car_num_after_nms: 0
2024-09-26 21:42:18,508 - INFO - objects_num_before_nms: 1, objects_num_after_nms: 1, person_num_after_nms: 1, car_num_after_nms: 0 -> _objects_num_before_nms: 8123, _objects_num_after_nms: 484, _person_num_after_nms: 484, _car_num_after_nms: 0
2024-09-26 21:42:23,704 - INFO - objects_num_before_nms: 2, objects_num_after_nms: 1, person_num_after_nms: 1, car_num_after_nms: 0 -> _objects_num_before_nms: 8425, _objects_num_after_nms: 564, _person_num_after_nms: 564, _car_num_after_nms: 0
2024-09-26 21:42:28,840 - INFO - objects_num_before_nms: 20, objects_num_after_nms: 2, person_num_after_nms: 2, car_num_after_nms: 0 -> _objects_num_before_nms: 7583, _objects_num_after_nms: 417, _person_num_after_nms: 417, _car_num_after_nms: 0
2024-09-26 21:42:34,177 - INFO - objects_num_before_nms: 16, objects_num_after_nms: 3, person_num_after_nms: 3, car_num_after_nms: 0 -> _objects_num_before_nms: 6828, _objects_num_after_nms: 407, _person_num_after_nms: 407, _car_num_after_nms: 0
2024-09-26 21:42:39,504 - INFO - objects_num_before_nms: 14, objects_num_after_nms: 1, person_num_after_nms: 1, car_num_after_nms: 0 -> _objects_num_before_nms: 7541, _objects_num_after_nms: 408, _person_num_after_nms: 407, _car_num_after_nms: 0
2024-09-26 21:42:44,700 - INFO - objects_num_before_nms: 2, objects_num_after_nms: 1, person_num_after_nms: 1, car_num_after_nms: 0 -> _objects_num_before_nms: 7558, _objects_num_after_nms: 446, _person_num_after_nms: 444, _car_num_after_nms: 1
2024-09-26 21:42:50,031 - INFO - objects_num_before_nms: 11, objects_num_after_nms: 3, person_num_after_nms: 2, car_num_after_nms: 1 -> _objects_num_before_nms: 8491, _objects_num_after_nms: 476, _person_num_after_nms: 476, _car_num_after_nms: 0
2024-09-26 21:42:55,275 - INFO - objects_num_before_nms: 34, objects_num_after_nms: 4, person_num_after_nms: 3, car_num_after_nms: 1 -> _objects_num_before_nms: 7215, _objects_num_after_nms: 429, _person_num_after_nms: 426, _car_num_after_nms: 0
2024-09-26 21:43:00,481 - INFO - objects_num_before_nms: 55, objects_num_after_nms: 8, person_num_after_nms: 6, car_num_after_nms: 1 -> _objects_num_before_nms: 7877, _objects_num_after_nms: 430, _person_num_after_nms: 430, _car_num_after_nms: 0
2024-09-26 21:43:05,703 - INFO - objects_num_before_nms: 58, objects_num_after_nms: 6, person_num_after_nms: 4, car_num_after_nms: 1 -> _objects_num_before_nms: 7790, _objects_num_after_nms: 427, _person_num_after_nms: 426, _car_num_after_nms: 0
2024-09-26 21:43:10,952 - INFO - objects_num_before_nms: 74, objects_num_after_nms: 8, person_num_after_nms: 7, car_num_after_nms: 0 -> _objects_num_before_nms: 8560, _objects_num_after_nms: 597, _person_num_after_nms: 597, _car_num_after_nms: 0
2024-09-26 21:43:16,189 - INFO - objects_num_before_nms: 60, objects_num_after_nms: 5, person_num_after_nms: 4, car_num_after_nms: 0 -> _objects_num_before_nms: 9472, _objects_num_after_nms: 552, _person_num_after_nms: 552, _car_num_after_nms: 0
2024-09-26 21:43:21,620 - INFO - objects_num_before_nms: 65, objects_num_after_nms: 5, person_num_after_nms: 3, car_num_after_nms: 1 -> _objects_num_before_nms: 8061, _objects_num_after_nms: 459, _person_num_after_nms: 458, _car_num_after_nms: 1
2024-09-26 21:43:26,896 - INFO - objects_num_before_nms: 37, objects_num_after_nms: 5, person_num_after_nms: 4, car_num_after_nms: 1 -> _objects_num_before_nms: 8154, _objects_num_after_nms: 451, _person_num_after_nms: 450, _car_num_after_nms: 0
2024-09-26 21:43:32,226 - INFO - objects_num_before_nms: 28, objects_num_after_nms: 3, person_num_after_nms: 3, car_num_after_nms: 0 -> _objects_num_before_nms: 8257, _objects_num_after_nms: 488, _person_num_after_nms: 486, _car_num_after_nms: 0
2024-09-26 21:43:37,539 - INFO - objects_num_before_nms: 23, objects_num_after_nms: 3, person_num_after_nms: 3, car_num_after_nms: 0 -> _objects_num_before_nms: 6934, _objects_num_after_nms: 406, _person_num_after_nms: 404, _car_num_after_nms: 2
2024-09-26 21:43:42,572 - INFO - objects_num_before_nms: 25, objects_num_after_nms: 3, person_num_after_nms: 3, car_num_after_nms: 0 -> _objects_num_before_nms: 8729, _objects_num_after_nms: 536, _person_num_after_nms: 536, _car_num_after_nms: 0
2024-09-26 21:43:47,714 - INFO - objects_num_before_nms: 27, objects_num_after_nms: 3, person_num_after_nms: 3, car_num_after_nms: 0 -> _objects_num_before_nms: 7862, _objects_num_after_nms: 515, _person_num_after_nms: 511, _car_num_after_nms: 2
2024-09-26 21:43:53,054 - INFO - objects_num_before_nms: 30, objects_num_after_nms: 3, person_num_after_nms: 3, car_num_after_nms: 0 -> _objects_num_before_nms: 7925, _objects_num_after_nms: 435, _person_num_after_nms: 435, _car_num_after_nms: 0
2024-09-26 21:43:58,300 - INFO - objects_num_before_nms: 18, objects_num_after_nms: 2, person_num_after_nms: 2, car_num_after_nms: 0 -> _objects_num_before_nms: 7912, _objects_num_after_nms: 459, _person_num_after_nms: 459, _car_num_after_nms: 0
2024-09-26 21:44:03,533 - INFO - objects_num_before_nms: 5, objects_num_after_nms: 2, person_num_after_nms: 2, car_num_after_nms: 0 -> _objects_num_before_nms: 7922, _objects_num_after_nms: 425, _person_num_after_nms: 425, _car_num_after_nms: 0
2024-09-26 21:44:08,990 - INFO - objects_num_before_nms: 6, objects_num_after_nms: 2, person_num_after_nms: 1, car_num_after_nms: 0 -> _objects_num_before_nms: 7931, _objects_num_after_nms: 424, _person_num_after_nms: 424, _car_num_after_nms: 0
2024-09-26 21:44:14,595 - INFO - objects_num_before_nms: 2, objects_num_after_nms: 1, person_num_after_nms: 1, car_num_after_nms: 0 -> _objects_num_before_nms: 7896, _objects_num_after_nms: 457, _person_num_after_nms: 455, _car_num_after_nms: 1
2024-09-26 21:44:19,877 - INFO - objects_num_before_nms: 2, objects_num_after_nms: 1, person_num_after_nms: 1, car_num_after_nms: 0 -> _objects_num_before_nms: 8082, _objects_num_after_nms: 458, _person_num_after_nms: 458, _car_num_after_nms: 0
2024-09-26 21:44:24,905 - INFO - objects_num_before_nms: 4, objects_num_after_nms: 1, person_num_after_nms: 1, car_num_after_nms: 0 -> _objects_num_before_nms: 8307, _objects_num_after_nms: 480, _person_num_after_nms: 480, _car_num_after_nms: 0
2024-09-26 21:44:30,375 - INFO - objects_num_before_nms: 30, objects_num_after_nms: 3, person_num_after_nms: 3, car_num_after_nms: 0 -> _objects_num_before_nms: 6813, _objects_num_after_nms: 449, _person_num_after_nms: 449, _car_num_after_nms: 0
2024-09-26 21:44:35,826 - INFO - objects_num_before_nms: 19, objects_num_after_nms: 3, person_num_after_nms: 2, car_num_after_nms: 0 -> _objects_num_before_nms: 7290, _objects_num_after_nms: 398, _person_num_after_nms: 394, _car_num_after_nms: 0
2024-09-26 21:44:41,198 - INFO - objects_num_before_nms: 10, objects_num_after_nms: 2, person_num_after_nms: 2, car_num_after_nms: 0 -> _objects_num_before_nms: 7205, _objects_num_after_nms: 414, _person_num_after_nms: 414, _car_num_after_nms: 0
2024-09-26 21:44:46,366 - INFO - objects_num_before_nms: 22, objects_num_after_nms: 3, person_num_after_nms: 2, car_num_after_nms: 1 -> _objects_num_before_nms: 7572, _objects_num_after_nms: 441, _person_num_after_nms: 440, _car_num_after_nms: 1
2024-09-26 21:44:51,615 - INFO - objects_num_before_nms: 25, objects_num_after_nms: 5, person_num_after_nms: 3, car_num_after_nms: 1 -> _objects_num_before_nms: 7189, _objects_num_after_nms: 456, _person_num_after_nms: 456, _car_num_after_nms: 0
2024-09-26 21:44:56,999 - INFO - objects_num_before_nms: 71, objects_num_after_nms: 7, person_num_after_nms: 4, car_num_after_nms: 1 -> _objects_num_before_nms: 8257, _objects_num_after_nms: 489, _person_num_after_nms: 488, _car_num_after_nms: 0
2024-09-26 21:45:02,190 - INFO - objects_num_before_nms: 65, objects_num_after_nms: 6, person_num_after_nms: 5, car_num_after_nms: 0 -> _objects_num_before_nms: 8421, _objects_num_after_nms: 480, _person_num_after_nms: 479, _car_num_after_nms: 0
2024-09-26 21:45:07,249 - INFO - objects_num_before_nms: 70, objects_num_after_nms: 7, person_num_after_nms: 5, car_num_after_nms: 0 -> _objects_num_before_nms: 8302, _objects_num_after_nms: 604, _person_num_after_nms: 603, _car_num_after_nms: 0
2024-09-26 21:45:12,536 - INFO - objects_num_before_nms: 73, objects_num_after_nms: 5, person_num_after_nms: 4, car_num_after_nms: 0 -> _objects_num_before_nms: 6135, _objects_num_after_nms: 363, _person_num_after_nms: 363, _car_num_after_nms: 0
2024-09-26 21:45:17,865 - INFO - objects_num_before_nms: 56, objects_num_after_nms: 7, person_num_after_nms: 6, car_num_after_nms: 0 -> _objects_num_before_nms: 8529, _objects_num_after_nms: 452, _person_num_after_nms: 451, _car_num_after_nms: 1
2024-09-26 21:45:22,970 - INFO - objects_num_before_nms: 53, objects_num_after_nms: 6, person_num_after_nms: 4, car_num_after_nms: 0 -> _objects_num_before_nms: 7729, _objects_num_after_nms: 508, _person_num_after_nms: 506, _car_num_after_nms: 0
2024-09-26 21:45:28,107 - INFO - objects_num_before_nms: 40, objects_num_after_nms: 5, person_num_after_nms: 5, car_num_after_nms: 0 -> _objects_num_before_nms: 8425, _objects_num_after_nms: 500, _person_num_after_nms: 499, _car_num_after_nms: 1
2024-09-26 21:45:33,457 - INFO - objects_num_before_nms: 47, objects_num_after_nms: 5, person_num_after_nms: 5, car_num_after_nms: 0 -> _objects_num_before_nms: 7037, _objects_num_after_nms: 471, _person_num_after_nms: 467, _car_num_after_nms: 1
2024-09-26 21:45:38,693 - INFO - objects_num_before_nms: 53, objects_num_after_nms: 5, person_num_after_nms: 5, car_num_after_nms: 0 -> _objects_num_before_nms: 7083, _objects_num_after_nms: 391, _person_num_after_nms: 388, _car_num_after_nms: 0
2024-09-26 21:45:44,039 - INFO - objects_num_before_nms: 54, objects_num_after_nms: 6, person_num_after_nms: 5, car_num_after_nms: 0 -> _objects_num_before_nms: 7374, _objects_num_after_nms: 465, _person_num_after_nms: 463, _car_num_after_nms: 1
2024-09-26 21:45:49,337 - INFO - objects_num_before_nms: 15, objects_num_after_nms: 3, person_num_after_nms: 3, car_num_after_nms: 0 -> _objects_num_before_nms: 8718, _objects_num_after_nms: 444, _person_num_after_nms: 442, _car_num_after_nms: 0
