2024-09-26 21:49:33,921 - INFO - objects_num_before_nms: 57, objects_num_after_nms: 4, person_num_after_nms: 2, car_num_after_nms: 2 -> _objects_num_before_nms: 8165, _objects_num_after_nms: 413, _person_num_after_nms: 413, _car_num_after_nms: 0
2024-09-26 22:00:29,842 - INFO - objects_num_before_nms: 147, objects_num_after_nms: 11, person_num_after_nms: 7, car_num_after_nms: 3 -> _objects_num_before_nms: 10187, _objects_num_after_nms: 564, _person_num_after_nms: 563, _car_num_after_nms: 0
2024-09-26 22:01:25,110 - INFO - objects_num_before_nms: 139, objects_num_after_nms: 11, person_num_after_nms: 8, car_num_after_nms: 2 -> _objects_num_before_nms: 8759, _objects_num_after_nms: 427, _person_num_after_nms: 427, _car_num_after_nms: 0
2024-09-26 22:02:18,569 - INFO - objects_num_before_nms: 128, objects_num_after_nms: 8, person_num_after_nms: 6, car_num_after_nms: 2 -> _objects_num_before_nms: 8642, _objects_num_after_nms: 455, _person_num_after_nms: 454, _car_num_after_nms: 0
2024-09-26 22:03:12,888 - INFO - objects_num_before_nms: 128, objects_num_after_nms: 8, person_num_after_nms: 6, car_num_after_nms: 2 -> _objects_num_before_nms: 6538, _objects_num_after_nms: 300, _person_num_after_nms: 300, _car_num_after_nms: 0
2024-09-26 22:04:05,045 - INFO - objects_num_before_nms: 110, objects_num_after_nms: 8, person_num_after_nms: 6, car_num_after_nms: 2 -> _objects_num_before_nms: 6901, _objects_num_after_nms: 311, _person_num_after_nms: 310, _car_num_after_nms: 0
2024-09-26 22:04:59,614 - INFO - objects_num_before_nms: 80, objects_num_after_nms: 6, person_num_after_nms: 5, car_num_after_nms: 1 -> _objects_num_before_nms: 10656, _objects_num_after_nms: 613, _person_num_after_nms: 608, _car_num_after_nms: 0
2024-09-26 22:06:28,731 - INFO - objects_num_before_nms: 83, objects_num_after_nms: 7, person_num_after_nms: 5, car_num_after_nms: 1 -> _objects_num_before_nms: 7425, _objects_num_after_nms: 328, _person_num_after_nms: 328, _car_num_after_nms: 0
2024-09-26 22:08:37,342 - INFO - objects_num_before_nms: 65, objects_num_after_nms: 6, person_num_after_nms: 5, car_num_after_nms: 1 -> _objects_num_before_nms: 10191, _objects_num_after_nms: 500, _person_num_after_nms: 500, _car_num_after_nms: 0
2024-09-26 22:10:45,203 - INFO - objects_num_before_nms: 70, objects_num_after_nms: 5, person_num_after_nms: 4, car_num_after_nms: 1 -> _objects_num_before_nms: 9622, _objects_num_after_nms: 454, _person_num_after_nms: 454, _car_num_after_nms: 0
2024-09-26 22:13:30,697 - INFO - objects_num_before_nms: 42, objects_num_after_nms: 5, person_num_after_nms: 4, car_num_after_nms: 1 -> _objects_num_before_nms: 9042, _objects_num_after_nms: 430, _person_num_after_nms: 428, _car_num_after_nms: 1
2024-09-26 22:15:38,658 - INFO - objects_num_before_nms: 38, objects_num_after_nms: 4, person_num_after_nms: 3, car_num_after_nms: 1 -> _objects_num_before_nms: 11078, _objects_num_after_nms: 576, _person_num_after_nms: 575, _car_num_after_nms: 1
2024-09-26 22:18:24,537 - INFO - objects_num_before_nms: 37, objects_num_after_nms: 4, person_num_after_nms: 3, car_num_after_nms: 1 -> _objects_num_before_nms: 7537, _objects_num_after_nms: 410, _person_num_after_nms: 404, _car_num_after_nms: 0
2024-09-26 22:20:32,423 - INFO - objects_num_before_nms: 46, objects_num_after_nms: 6, person_num_after_nms: 3, car_num_after_nms: 2 -> _objects_num_before_nms: 9978, _objects_num_after_nms: 478, _person_num_after_nms: 477, _car_num_after_nms: 0
2024-09-26 22:22:40,817 - INFO - objects_num_before_nms: 34, objects_num_after_nms: 4, person_num_after_nms: 3, car_num_after_nms: 1 -> _objects_num_before_nms: 8920, _objects_num_after_nms: 426, _person_num_after_nms: 420, _car_num_after_nms: 2
2024-09-26 22:25:25,981 - INFO - objects_num_before_nms: 24, objects_num_after_nms: 4, person_num_after_nms: 3, car_num_after_nms: 1 -> _objects_num_before_nms: 8784, _objects_num_after_nms: 444, _person_num_after_nms: 441, _car_num_after_nms: 2
2024-09-26 22:27:34,283 - INFO - objects_num_before_nms: 26, objects_num_after_nms: 4, person_num_after_nms: 3, car_num_after_nms: 1 -> _objects_num_before_nms: 12191, _objects_num_after_nms: 707, _person_num_after_nms: 706, _car_num_after_nms: 1
2024-09-26 22:29:42,648 - INFO - objects_num_before_nms: 35, objects_num_after_nms: 4, person_num_after_nms: 3, car_num_after_nms: 0 -> _objects_num_before_nms: 8017, _objects_num_after_nms: 367, _person_num_after_nms: 367, _car_num_after_nms: 0
2024-09-26 22:32:27,426 - INFO - objects_num_before_nms: 31, objects_num_after_nms: 6, person_num_after_nms: 3, car_num_after_nms: 2 -> _objects_num_before_nms: 12051, _objects_num_after_nms: 623, _person_num_after_nms: 623, _car_num_after_nms: 0
2024-09-26 22:34:35,452 - INFO - objects_num_before_nms: 35, objects_num_after_nms: 5, person_num_after_nms: 3, car_num_after_nms: 1 -> _objects_num_before_nms: 9001, _objects_num_after_nms: 411, _person_num_after_nms: 409, _car_num_after_nms: 1
2024-09-26 22:36:42,866 - INFO - objects_num_before_nms: 43, objects_num_after_nms: 6, person_num_after_nms: 5, car_num_after_nms: 1 -> _objects_num_before_nms: 8801, _objects_num_after_nms: 400, _person_num_after_nms: 400, _car_num_after_nms: 0
2024-09-26 22:39:28,369 - INFO - objects_num_before_nms: 69, objects_num_after_nms: 7, person_num_after_nms: 5, car_num_after_nms: 1 -> _objects_num_before_nms: 7065, _objects_num_after_nms: 310, _person_num_after_nms: 310, _car_num_after_nms: 0
2024-09-26 22:41:36,930 - INFO - objects_num_before_nms: 76, objects_num_after_nms: 7, person_num_after_nms: 6, car_num_after_nms: 0 -> _objects_num_before_nms: 7172, _objects_num_after_nms: 325, _person_num_after_nms: 324, _car_num_after_nms: 1
2024-09-26 22:43:44,897 - INFO - objects_num_before_nms: 75, objects_num_after_nms: 7, person_num_after_nms: 6, car_num_after_nms: 0 -> _objects_num_before_nms: 8673, _objects_num_after_nms: 393, _person_num_after_nms: 391, _car_num_after_nms: 2
2024-09-26 22:46:30,098 - INFO - objects_num_before_nms: 85, objects_num_after_nms: 8, person_num_after_nms: 6, car_num_after_nms: 2 -> _objects_num_before_nms: 8888, _objects_num_after_nms: 401, _person_num_after_nms: 401, _car_num_after_nms: 0
2024-09-26 22:48:37,824 - INFO - objects_num_before_nms: 110, objects_num_after_nms: 10, person_num_after_nms: 6, car_num_after_nms: 3 -> _objects_num_before_nms: 9630, _objects_num_after_nms: 470, _person_num_after_nms: 470, _car_num_after_nms: 0
2024-09-26 22:51:24,293 - INFO - objects_num_before_nms: 88, objects_num_after_nms: 7, person_num_after_nms: 5, car_num_after_nms: 1 -> _objects_num_before_nms: 12670, _objects_num_after_nms: 813, _person_num_after_nms: 810, _car_num_after_nms: 0
2024-09-26 22:53:32,133 - INFO - objects_num_before_nms: 69, objects_num_after_nms: 9, person_num_after_nms: 8, car_num_after_nms: 1 -> _objects_num_before_nms: 11141, _objects_num_after_nms: 545, _person_num_after_nms: 544, _car_num_after_nms: 0
2024-09-26 22:55:40,688 - INFO - objects_num_before_nms: 89, objects_num_after_nms: 9, person_num_after_nms: 7, car_num_after_nms: 1 -> _objects_num_before_nms: 7975, _objects_num_after_nms: 377, _person_num_after_nms: 376, _car_num_after_nms: 1
2024-09-26 22:58:25,391 - INFO - objects_num_before_nms: 54, objects_num_after_nms: 5, person_num_after_nms: 3, car_num_after_nms: 1 -> _objects_num_before_nms: 14382, _objects_num_after_nms: 837, _person_num_after_nms: 832, _car_num_after_nms: 0
2024-09-26 23:00:31,624 - INFO - objects_num_before_nms: 53, objects_num_after_nms: 5, person_num_after_nms: 3, car_num_after_nms: 1 -> _objects_num_before_nms: 15774, _objects_num_after_nms: 1000, _person_num_after_nms: 1000, _car_num_after_nms: 0
2024-09-26 23:02:36,196 - INFO - objects_num_before_nms: 53, objects_num_after_nms: 6, person_num_after_nms: 4, car_num_after_nms: 1 -> _objects_num_before_nms: 10239, _objects_num_after_nms: 487, _person_num_after_nms: 486, _car_num_after_nms: 0
2024-09-26 23:04:43,409 - INFO - objects_num_before_nms: 38, objects_num_after_nms: 6, person_num_after_nms: 4, car_num_after_nms: 1 -> _objects_num_before_nms: 12567, _objects_num_after_nms: 724, _person_num_after_nms: 719, _car_num_after_nms: 0
2024-09-26 23:07:27,292 - INFO - objects_num_before_nms: 61, objects_num_after_nms: 6, person_num_after_nms: 4, car_num_after_nms: 1 -> _objects_num_before_nms: 15035, _objects_num_after_nms: 887, _person_num_after_nms: 885, _car_num_after_nms: 1
2024-09-26 23:09:35,339 - INFO - objects_num_before_nms: 34, objects_num_after_nms: 5, person_num_after_nms: 3, car_num_after_nms: 1 -> _objects_num_before_nms: 8126, _objects_num_after_nms: 400, _person_num_after_nms: 399, _car_num_after_nms: 0
2024-09-26 23:11:43,622 - INFO - objects_num_before_nms: 30, objects_num_after_nms: 4, person_num_after_nms: 3, car_num_after_nms: 1 -> _objects_num_before_nms: 8425, _objects_num_after_nms: 412, _person_num_after_nms: 409, _car_num_after_nms: 2
2024-09-26 23:14:29,121 - INFO - objects_num_before_nms: 40, objects_num_after_nms: 5, person_num_after_nms: 3, car_num_after_nms: 1 -> _objects_num_before_nms: 8418, _objects_num_after_nms: 385, _person_num_after_nms: 382, _car_num_after_nms: 1
2024-09-26 23:16:37,991 - INFO - objects_num_before_nms: 34, objects_num_after_nms: 4, person_num_after_nms: 2, car_num_after_nms: 1 -> _objects_num_before_nms: 8523, _objects_num_after_nms: 383, _person_num_after_nms: 383, _car_num_after_nms: 0
2024-09-26 23:18:45,784 - INFO - objects_num_before_nms: 34, objects_num_after_nms: 4, person_num_after_nms: 3, car_num_after_nms: 1 -> _objects_num_before_nms: 9725, _objects_num_after_nms: 459, _person_num_after_nms: 456, _car_num_after_nms: 0
2024-09-26 23:31:31,102 - INFO - objects_num_before_nms: 37, objects_num_after_nms: 4, person_num_after_nms: 2, car_num_after_nms: 1 -> _objects_num_before_nms: 8087, _objects_num_after_nms: 383, _person_num_after_nms: 383, _car_num_after_nms: 0
2024-09-26 23:33:39,223 - INFO - objects_num_before_nms: 27, objects_num_after_nms: 5, person_num_after_nms: 3, car_num_after_nms: 1 -> _objects_num_before_nms: 12791, _objects_num_after_nms: 754, _person_num_after_nms: 753, _car_num_after_nms: 0
2024-09-26 23:35:44,617 - INFO - objects_num_before_nms: 37, objects_num_after_nms: 4, person_num_after_nms: 2, car_num_after_nms: 1 -> _objects_num_before_nms: 7033, _objects_num_after_nms: 350, _person_num_after_nms: 346, _car_num_after_nms: 1
2024-09-26 23:38:31,375 - INFO - objects_num_before_nms: 31, objects_num_after_nms: 5, person_num_after_nms: 3, car_num_after_nms: 1 -> _objects_num_before_nms: 7213, _objects_num_after_nms: 343, _person_num_after_nms: 337, _car_num_after_nms: 0
2024-09-26 23:40:38,794 - INFO - objects_num_before_nms: 40, objects_num_after_nms: 6, person_num_after_nms: 4, car_num_after_nms: 1 -> _objects_num_before_nms: 6456, _objects_num_after_nms: 274, _person_num_after_nms: 274, _car_num_after_nms: 0
2024-09-26 23:42:45,468 - INFO - objects_num_before_nms: 36, objects_num_after_nms: 5, person_num_after_nms: 3, car_num_after_nms: 1 -> _objects_num_before_nms: 4325, _objects_num_after_nms: 187, _person_num_after_nms: 186, _car_num_after_nms: 0
2024-09-26 23:45:29,180 - INFO - objects_num_before_nms: 17, objects_num_after_nms: 3, person_num_after_nms: 2, car_num_after_nms: 0 -> _objects_num_before_nms: 9997, _objects_num_after_nms: 516, _person_num_after_nms: 515, _car_num_after_nms: 1
2024-09-26 23:47:07,193 - INFO - objects_num_before_nms: 2, objects_num_after_nms: 1, person_num_after_nms: 1, car_num_after_nms: 0 -> _objects_num_before_nms: 8692, _objects_num_after_nms: 389, _person_num_after_nms: 388, _car_num_after_nms: 0
2024-09-26 23:47:53,988 - INFO - objects_num_before_nms: 11, objects_num_after_nms: 4, person_num_after_nms: 4, car_num_after_nms: 0 -> _objects_num_before_nms: 7829, _objects_num_after_nms: 369, _person_num_after_nms: 369, _car_num_after_nms: 0
2024-09-26 23:48:46,668 - INFO - objects_num_before_nms: 4, objects_num_after_nms: 1, person_num_after_nms: 1, car_num_after_nms: 0 -> _objects_num_before_nms: 9343, _objects_num_after_nms: 472, _person_num_after_nms: 472, _car_num_after_nms: 0
2024-09-26 23:51:30,345 - INFO - objects_num_before_nms: 0, objects_num_after_nms: 0, person_num_after_nms: 0, car_num_after_nms: 0 -> _objects_num_before_nms: 6175, _objects_num_after_nms: 276, _person_num_after_nms: 273, _car_num_after_nms: 0
2024-09-26 23:53:38,919 - INFO - objects_num_before_nms: 1, objects_num_after_nms: 1, person_num_after_nms: 1, car_num_after_nms: 0 -> _objects_num_before_nms: 10255, _objects_num_after_nms: 500, _person_num_after_nms: 499, _car_num_after_nms: 1
2024-09-26 23:56:24,505 - INFO - objects_num_before_nms: 2, objects_num_after_nms: 1, person_num_after_nms: 1, car_num_after_nms: 0 -> _objects_num_before_nms: 9888, _objects_num_after_nms: 495, _person_num_after_nms: 495, _car_num_after_nms: 0
2024-09-26 23:58:32,655 - INFO - objects_num_before_nms: 20, objects_num_after_nms: 2, person_num_after_nms: 2, car_num_after_nms: 0 -> _objects_num_before_nms: 10068, _objects_num_after_nms: 492, _person_num_after_nms: 492, _car_num_after_nms: 0
2024-09-27 00:00:40,888 - INFO - objects_num_before_nms: 16, objects_num_after_nms: 3, person_num_after_nms: 3, car_num_after_nms: 0 -> _objects_num_before_nms: 9558, _objects_num_after_nms: 474, _person_num_after_nms: 473, _car_num_after_nms: 0
2024-09-27 00:03:26,110 - INFO - objects_num_before_nms: 14, objects_num_after_nms: 1, person_num_after_nms: 1, car_num_after_nms: 0 -> _objects_num_before_nms: 9736, _objects_num_after_nms: 448, _person_num_after_nms: 448, _car_num_after_nms: 0
2024-09-27 00:05:33,945 - INFO - objects_num_before_nms: 2, objects_num_after_nms: 1, person_num_after_nms: 1, car_num_after_nms: 0 -> _objects_num_before_nms: 10742, _objects_num_after_nms: 618, _person_num_after_nms: 618, _car_num_after_nms: 0
2024-09-27 00:07:42,191 - INFO - objects_num_before_nms: 11, objects_num_after_nms: 3, person_num_after_nms: 2, car_num_after_nms: 1 -> _objects_num_before_nms: 10418, _objects_num_after_nms: 566, _person_num_after_nms: 566, _car_num_after_nms: 0
2024-09-27 00:10:27,375 - INFO - objects_num_before_nms: 34, objects_num_after_nms: 4, person_num_after_nms: 3, car_num_after_nms: 1 -> _objects_num_before_nms: 9832, _objects_num_after_nms: 476, _person_num_after_nms: 476, _car_num_after_nms: 0
2024-09-27 00:12:35,768 - INFO - objects_num_before_nms: 55, objects_num_after_nms: 8, person_num_after_nms: 6, car_num_after_nms: 1 -> _objects_num_before_nms: 10158, _objects_num_after_nms: 508, _person_num_after_nms: 507, _car_num_after_nms: 0
2024-09-27 00:14:44,189 - INFO - objects_num_before_nms: 58, objects_num_after_nms: 6, person_num_after_nms: 4, car_num_after_nms: 1 -> _objects_num_before_nms: 9710, _objects_num_after_nms: 487, _person_num_after_nms: 487, _car_num_after_nms: 0
2024-09-27 00:17:29,522 - INFO - objects_num_before_nms: 74, objects_num_after_nms: 8, person_num_after_nms: 7, car_num_after_nms: 0 -> _objects_num_before_nms: 9846, _objects_num_after_nms: 488, _person_num_after_nms: 486, _car_num_after_nms: 1
2024-09-27 00:19:35,605 - INFO - objects_num_before_nms: 60, objects_num_after_nms: 5, person_num_after_nms: 4, car_num_after_nms: 0 -> _objects_num_before_nms: 9797, _objects_num_after_nms: 484, _person_num_after_nms: 484, _car_num_after_nms: 0
2024-09-27 00:21:43,348 - INFO - objects_num_before_nms: 65, objects_num_after_nms: 5, person_num_after_nms: 3, car_num_after_nms: 1 -> _objects_num_before_nms: 8294, _objects_num_after_nms: 410, _person_num_after_nms: 410, _car_num_after_nms: 0
2024-09-27 00:24:29,177 - INFO - objects_num_before_nms: 37, objects_num_after_nms: 5, person_num_after_nms: 4, car_num_after_nms: 1 -> _objects_num_before_nms: 9802, _objects_num_after_nms: 462, _person_num_after_nms: 462, _car_num_after_nms: 0
2024-09-27 00:26:37,931 - INFO - objects_num_before_nms: 28, objects_num_after_nms: 3, person_num_after_nms: 3, car_num_after_nms: 0 -> _objects_num_before_nms: 9191, _objects_num_after_nms: 444, _person_num_after_nms: 443, _car_num_after_nms: 0
2024-09-27 00:28:45,583 - INFO - objects_num_before_nms: 23, objects_num_after_nms: 3, person_num_after_nms: 3, car_num_after_nms: 0 -> _objects_num_before_nms: 7569, _objects_num_after_nms: 367, _person_num_after_nms: 366, _car_num_after_nms: 0
2024-09-27 00:31:31,216 - INFO - objects_num_before_nms: 25, objects_num_after_nms: 3, person_num_after_nms: 3, car_num_after_nms: 0 -> _objects_num_before_nms: 11042, _objects_num_after_nms: 568, _person_num_after_nms: 567, _car_num_after_nms: 1
2024-09-27 00:33:38,815 - INFO - objects_num_before_nms: 27, objects_num_after_nms: 3, person_num_after_nms: 3, car_num_after_nms: 0 -> _objects_num_before_nms: 10311, _objects_num_after_nms: 504, _person_num_after_nms: 503, _car_num_after_nms: 1
2024-09-27 00:36:24,962 - INFO - objects_num_before_nms: 30, objects_num_after_nms: 3, person_num_after_nms: 3, car_num_after_nms: 0 -> _objects_num_before_nms: 9492, _objects_num_after_nms: 426, _person_num_after_nms: 425, _car_num_after_nms: 0
2024-09-27 00:38:32,782 - INFO - objects_num_before_nms: 18, objects_num_after_nms: 2, person_num_after_nms: 2, car_num_after_nms: 0 -> _objects_num_before_nms: 10165, _objects_num_after_nms: 485, _person_num_after_nms: 484, _car_num_after_nms: 0
2024-09-27 00:40:41,268 - INFO - objects_num_before_nms: 5, objects_num_after_nms: 2, person_num_after_nms: 2, car_num_after_nms: 0 -> _objects_num_before_nms: 10586, _objects_num_after_nms: 537, _person_num_after_nms: 537, _car_num_after_nms: 0
2024-09-27 00:42:51,131 - INFO - objects_num_before_nms: 6, objects_num_after_nms: 2, person_num_after_nms: 1, car_num_after_nms: 0 -> _objects_num_before_nms: 9708, _objects_num_after_nms: 521, _person_num_after_nms: 520, _car_num_after_nms: 1
2024-09-27 00:43:46,592 - INFO - objects_num_before_nms: 2, objects_num_after_nms: 1, person_num_after_nms: 1, car_num_after_nms: 0 -> _objects_num_before_nms: 8452, _objects_num_after_nms: 395, _person_num_after_nms: 395, _car_num_after_nms: 0
2024-09-27 00:44:40,130 - INFO - objects_num_before_nms: 2, objects_num_after_nms: 1, person_num_after_nms: 1, car_num_after_nms: 0 -> _objects_num_before_nms: 11017, _objects_num_after_nms: 516, _person_num_after_nms: 516, _car_num_after_nms: 0
2024-09-27 00:46:45,808 - INFO - objects_num_before_nms: 4, objects_num_after_nms: 1, person_num_after_nms: 1, car_num_after_nms: 0 -> _objects_num_before_nms: 9592, _objects_num_after_nms: 468, _person_num_after_nms: 468, _car_num_after_nms: 0
2024-09-27 08:19:17,269 - INFO - objects_num_before_nms: 30, objects_num_after_nms: 3, person_num_after_nms: 3, car_num_after_nms: 0 -> _objects_num_before_nms: 9175, _objects_num_after_nms: 458, _person_num_after_nms: 458, _car_num_after_nms: 0
2024-09-27 08:20:13,778 - INFO - objects_num_before_nms: 19, objects_num_after_nms: 3, person_num_after_nms: 2, car_num_after_nms: 0 -> _objects_num_before_nms: 7066, _objects_num_after_nms: 346, _person_num_after_nms: 343, _car_num_after_nms: 0
2024-09-27 08:21:44,329 - INFO - objects_num_before_nms: 10, objects_num_after_nms: 2, person_num_after_nms: 2, car_num_after_nms: 0 -> _objects_num_before_nms: 8847, _objects_num_after_nms: 438, _person_num_after_nms: 436, _car_num_after_nms: 1
2024-09-27 08:24:29,959 - INFO - objects_num_before_nms: 22, objects_num_after_nms: 3, person_num_after_nms: 2, car_num_after_nms: 1 -> _objects_num_before_nms: 10057, _objects_num_after_nms: 485, _person_num_after_nms: 484, _car_num_after_nms: 0
2024-09-27 08:26:37,432 - INFO - objects_num_before_nms: 25, objects_num_after_nms: 5, person_num_after_nms: 3, car_num_after_nms: 1 -> _objects_num_before_nms: 9527, _objects_num_after_nms: 444, _person_num_after_nms: 443, _car_num_after_nms: 0
2024-09-27 08:28:08,995 - INFO - objects_num_before_nms: 71, objects_num_after_nms: 7, person_num_after_nms: 4, car_num_after_nms: 1 -> _objects_num_before_nms: 8429, _objects_num_after_nms: 407, _person_num_after_nms: 406, _car_num_after_nms: 1
2024-09-27 08:29:04,047 - INFO - objects_num_before_nms: 65, objects_num_after_nms: 6, person_num_after_nms: 5, car_num_after_nms: 0 -> _objects_num_before_nms: 10375, _objects_num_after_nms: 490, _person_num_after_nms: 490, _car_num_after_nms: 0
2024-09-27 08:29:59,276 - INFO - objects_num_before_nms: 70, objects_num_after_nms: 7, person_num_after_nms: 5, car_num_after_nms: 0 -> _objects_num_before_nms: 13131, _objects_num_after_nms: 634, _person_num_after_nms: 634, _car_num_after_nms: 0
2024-09-27 08:30:54,220 - INFO - objects_num_before_nms: 73, objects_num_after_nms: 5, person_num_after_nms: 4, car_num_after_nms: 0 -> _objects_num_before_nms: 9079, _objects_num_after_nms: 442, _person_num_after_nms: 441, _car_num_after_nms: 1
2024-09-27 08:31:48,759 - INFO - objects_num_before_nms: 56, objects_num_after_nms: 7, person_num_after_nms: 6, car_num_after_nms: 0 -> _objects_num_before_nms: 10463, _objects_num_after_nms: 528, _person_num_after_nms: 526, _car_num_after_nms: 0
2024-09-27 08:32:43,760 - INFO - objects_num_before_nms: 53, objects_num_after_nms: 6, person_num_after_nms: 4, car_num_after_nms: 0 -> _objects_num_before_nms: 8126, _objects_num_after_nms: 387, _person_num_after_nms: 385, _car_num_after_nms: 1
2024-09-27 08:33:38,313 - INFO - objects_num_before_nms: 40, objects_num_after_nms: 5, person_num_after_nms: 5, car_num_after_nms: 0 -> _objects_num_before_nms: 9446, _objects_num_after_nms: 455, _person_num_after_nms: 454, _car_num_after_nms: 0
2024-09-27 08:34:33,074 - INFO - objects_num_before_nms: 47, objects_num_after_nms: 5, person_num_after_nms: 5, car_num_after_nms: 0 -> _objects_num_before_nms: 9957, _objects_num_after_nms: 479, _person_num_after_nms: 479, _car_num_after_nms: 0
2024-09-27 08:35:28,327 - INFO - objects_num_before_nms: 53, objects_num_after_nms: 5, person_num_after_nms: 5, car_num_after_nms: 0 -> _objects_num_before_nms: 9179, _objects_num_after_nms: 462, _person_num_after_nms: 460, _car_num_after_nms: 0
2024-09-27 08:36:23,496 - INFO - objects_num_before_nms: 54, objects_num_after_nms: 6, person_num_after_nms: 5, car_num_after_nms: 0 -> _objects_num_before_nms: 10396, _objects_num_after_nms: 494, _person_num_after_nms: 492, _car_num_after_nms: 0
2024-09-27 08:37:18,659 - INFO - objects_num_before_nms: 15, objects_num_after_nms: 3, person_num_after_nms: 3, car_num_after_nms: 0 -> _objects_num_before_nms: 8707, _objects_num_after_nms: 403, _person_num_after_nms: 402, _car_num_after_nms: 1
