2024-09-27 20:42:34,828 - INFO - objects_num_before_nms: 57, objects_num_after_nms: 4, person_num_after_nms: 2, car_num_after_nms: 2 -> _objects_num_before_nms: 11049, _objects_num_after_nms: 676, _person_num_after_nms: 676, _car_num_after_nms: 0
2024-09-27 20:47:50,353 - INFO - objects_num_before_nms: 80, objects_num_after_nms: 6, person_num_after_nms: 5, car_num_after_nms: 1 -> _objects_num_before_nms: 11039, _objects_num_after_nms: 706, _person_num_after_nms: 705, _car_num_after_nms: 0
2024-09-27 20:48:10,698 - INFO - objects_num_before_nms: 83, objects_num_after_nms: 7, person_num_after_nms: 5, car_num_after_nms: 1 -> _objects_num_before_nms: 11423, _objects_num_after_nms: 748, _person_num_after_nms: 746, _car_num_after_nms: 0
2024-09-27 20:48:28,366 - INFO - objects_num_before_nms: 65, objects_num_after_nms: 6, person_num_after_nms: 5, car_num_after_nms: 1 -> _objects_num_before_nms: 10997, _objects_num_after_nms: 690, _person_num_after_nms: 690, _car_num_after_nms: 0
2024-09-27 20:48:46,670 - INFO - objects_num_before_nms: 70, objects_num_after_nms: 5, person_num_after_nms: 4, car_num_after_nms: 1 -> _objects_num_before_nms: 11141, _objects_num_after_nms: 702, _person_num_after_nms: 700, _car_num_after_nms: 0
2024-09-27 20:49:04,903 - INFO - objects_num_before_nms: 42, objects_num_after_nms: 5, person_num_after_nms: 4, car_num_after_nms: 1 -> _objects_num_before_nms: 11109, _objects_num_after_nms: 675, _person_num_after_nms: 675, _car_num_after_nms: 0
2024-09-27 20:49:22,831 - INFO - objects_num_before_nms: 38, objects_num_after_nms: 4, person_num_after_nms: 3, car_num_after_nms: 1 -> _objects_num_before_nms: 10809, _objects_num_after_nms: 662, _person_num_after_nms: 660, _car_num_after_nms: 0
2024-09-27 20:49:41,144 - INFO - objects_num_before_nms: 37, objects_num_after_nms: 4, person_num_after_nms: 3, car_num_after_nms: 1 -> _objects_num_before_nms: 11000, _objects_num_after_nms: 723, _person_num_after_nms: 721, _car_num_after_nms: 0
2024-09-27 20:49:59,570 - INFO - objects_num_before_nms: 46, objects_num_after_nms: 6, person_num_after_nms: 3, car_num_after_nms: 2 -> _objects_num_before_nms: 11022, _objects_num_after_nms: 708, _person_num_after_nms: 708, _car_num_after_nms: 0
2024-09-27 20:50:17,404 - INFO - objects_num_before_nms: 34, objects_num_after_nms: 4, person_num_after_nms: 3, car_num_after_nms: 1 -> _objects_num_before_nms: 10329, _objects_num_after_nms: 654, _person_num_after_nms: 654, _car_num_after_nms: 0
2024-09-27 20:50:37,580 - INFO - objects_num_before_nms: 24, objects_num_after_nms: 4, person_num_after_nms: 3, car_num_after_nms: 1 -> _objects_num_before_nms: 11017, _objects_num_after_nms: 705, _person_num_after_nms: 704, _car_num_after_nms: 0
2024-09-27 20:50:55,555 - INFO - objects_num_before_nms: 26, objects_num_after_nms: 4, person_num_after_nms: 3, car_num_after_nms: 1 -> _objects_num_before_nms: 10621, _objects_num_after_nms: 658, _person_num_after_nms: 657, _car_num_after_nms: 0
2024-09-27 20:51:13,743 - INFO - objects_num_before_nms: 35, objects_num_after_nms: 4, person_num_after_nms: 3, car_num_after_nms: 0 -> _objects_num_before_nms: 10599, _objects_num_after_nms: 692, _person_num_after_nms: 692, _car_num_after_nms: 0
2024-09-27 20:51:32,317 - INFO - objects_num_before_nms: 31, objects_num_after_nms: 6, person_num_after_nms: 3, car_num_after_nms: 2 -> _objects_num_before_nms: 11052, _objects_num_after_nms: 702, _person_num_after_nms: 699, _car_num_after_nms: 0
2024-09-27 20:51:51,484 - INFO - objects_num_before_nms: 35, objects_num_after_nms: 5, person_num_after_nms: 3, car_num_after_nms: 1 -> _objects_num_before_nms: 11248, _objects_num_after_nms: 735, _person_num_after_nms: 733, _car_num_after_nms: 0
2024-09-27 20:52:09,799 - INFO - objects_num_before_nms: 43, objects_num_after_nms: 6, person_num_after_nms: 5, car_num_after_nms: 1 -> _objects_num_before_nms: 11288, _objects_num_after_nms: 717, _person_num_after_nms: 717, _car_num_after_nms: 0
2024-09-27 20:52:29,859 - INFO - objects_num_before_nms: 69, objects_num_after_nms: 7, person_num_after_nms: 5, car_num_after_nms: 1 -> _objects_num_before_nms: 10864, _objects_num_after_nms: 715, _person_num_after_nms: 712, _car_num_after_nms: 0
2024-09-27 20:52:48,058 - INFO - objects_num_before_nms: 76, objects_num_after_nms: 7, person_num_after_nms: 6, car_num_after_nms: 0 -> _objects_num_before_nms: 10896, _objects_num_after_nms: 714, _person_num_after_nms: 710, _car_num_after_nms: 0
2024-09-27 20:53:06,584 - INFO - objects_num_before_nms: 75, objects_num_after_nms: 7, person_num_after_nms: 6, car_num_after_nms: 0 -> _objects_num_before_nms: 10412, _objects_num_after_nms: 693, _person_num_after_nms: 691, _car_num_after_nms: 0
2024-09-27 20:53:25,037 - INFO - objects_num_before_nms: 85, objects_num_after_nms: 8, person_num_after_nms: 6, car_num_after_nms: 2 -> _objects_num_before_nms: 10513, _objects_num_after_nms: 696, _person_num_after_nms: 695, _car_num_after_nms: 0
2024-09-27 20:53:42,444 - INFO - objects_num_before_nms: 110, objects_num_after_nms: 10, person_num_after_nms: 6, car_num_after_nms: 3 -> _objects_num_before_nms: 11213, _objects_num_after_nms: 738, _person_num_after_nms: 735, _car_num_after_nms: 0
2024-09-27 20:54:01,000 - INFO - objects_num_before_nms: 88, objects_num_after_nms: 7, person_num_after_nms: 5, car_num_after_nms: 1 -> _objects_num_before_nms: 11249, _objects_num_after_nms: 770, _person_num_after_nms: 768, _car_num_after_nms: 0
2024-09-27 20:54:19,454 - INFO - objects_num_before_nms: 69, objects_num_after_nms: 9, person_num_after_nms: 8, car_num_after_nms: 1 -> _objects_num_before_nms: 10769, _objects_num_after_nms: 717, _person_num_after_nms: 715, _car_num_after_nms: 0
2024-09-27 20:54:39,203 - INFO - objects_num_before_nms: 89, objects_num_after_nms: 9, person_num_after_nms: 7, car_num_after_nms: 1 -> _objects_num_before_nms: 9961, _objects_num_after_nms: 656, _person_num_after_nms: 654, _car_num_after_nms: 0
2024-09-27 20:54:56,658 - INFO - objects_num_before_nms: 54, objects_num_after_nms: 5, person_num_after_nms: 3, car_num_after_nms: 1 -> _objects_num_before_nms: 10455, _objects_num_after_nms: 697, _person_num_after_nms: 695, _car_num_after_nms: 0
2024-09-27 20:55:14,988 - INFO - objects_num_before_nms: 53, objects_num_after_nms: 5, person_num_after_nms: 3, car_num_after_nms: 1 -> _objects_num_before_nms: 10441, _objects_num_after_nms: 692, _person_num_after_nms: 689, _car_num_after_nms: 0
2024-09-27 20:55:40,139 - INFO - objects_num_before_nms: 53, objects_num_after_nms: 6, person_num_after_nms: 4, car_num_after_nms: 1 -> _objects_num_before_nms: 10368, _objects_num_after_nms: 695, _person_num_after_nms: 695, _car_num_after_nms: 0
2024-09-27 20:55:58,049 - INFO - objects_num_before_nms: 38, objects_num_after_nms: 6, person_num_after_nms: 4, car_num_after_nms: 1 -> _objects_num_before_nms: 10208, _objects_num_after_nms: 664, _person_num_after_nms: 661, _car_num_after_nms: 0
2024-09-27 20:56:16,345 - INFO - objects_num_before_nms: 61, objects_num_after_nms: 6, person_num_after_nms: 4, car_num_after_nms: 1 -> _objects_num_before_nms: 10257, _objects_num_after_nms: 668, _person_num_after_nms: 666, _car_num_after_nms: 0
2024-09-27 20:56:40,048 - INFO - objects_num_before_nms: 34, objects_num_after_nms: 5, person_num_after_nms: 3, car_num_after_nms: 1 -> _objects_num_before_nms: 9435, _objects_num_after_nms: 605, _person_num_after_nms: 603, _car_num_after_nms: 0
2024-09-27 20:56:56,952 - INFO - objects_num_before_nms: 30, objects_num_after_nms: 4, person_num_after_nms: 3, car_num_after_nms: 1 -> _objects_num_before_nms: 9376, _objects_num_after_nms: 650, _person_num_after_nms: 649, _car_num_after_nms: 0
2024-09-27 20:57:16,455 - INFO - objects_num_before_nms: 40, objects_num_after_nms: 5, person_num_after_nms: 3, car_num_after_nms: 1 -> _objects_num_before_nms: 9914, _objects_num_after_nms: 631, _person_num_after_nms: 630, _car_num_after_nms: 0
2024-09-27 20:57:39,920 - INFO - objects_num_before_nms: 34, objects_num_after_nms: 4, person_num_after_nms: 2, car_num_after_nms: 1 -> _objects_num_before_nms: 10413, _objects_num_after_nms: 669, _person_num_after_nms: 669, _car_num_after_nms: 0
2024-09-27 20:57:58,444 - INFO - objects_num_before_nms: 34, objects_num_after_nms: 4, person_num_after_nms: 3, car_num_after_nms: 1 -> _objects_num_before_nms: 10254, _objects_num_after_nms: 688, _person_num_after_nms: 687, _car_num_after_nms: 0
2024-09-27 20:58:16,530 - INFO - objects_num_before_nms: 37, objects_num_after_nms: 4, person_num_after_nms: 2, car_num_after_nms: 1 -> _objects_num_before_nms: 9810, _objects_num_after_nms: 674, _person_num_after_nms: 673, _car_num_after_nms: 0
2024-09-27 20:58:40,301 - INFO - objects_num_before_nms: 27, objects_num_after_nms: 5, person_num_after_nms: 3, car_num_after_nms: 1 -> _objects_num_before_nms: 9823, _objects_num_after_nms: 663, _person_num_after_nms: 661, _car_num_after_nms: 0
2024-09-27 20:58:56,840 - INFO - objects_num_before_nms: 37, objects_num_after_nms: 4, person_num_after_nms: 2, car_num_after_nms: 1 -> _objects_num_before_nms: 9590, _objects_num_after_nms: 623, _person_num_after_nms: 622, _car_num_after_nms: 0
2024-09-27 20:59:13,798 - INFO - objects_num_before_nms: 31, objects_num_after_nms: 5, person_num_after_nms: 3, car_num_after_nms: 1 -> _objects_num_before_nms: 10125, _objects_num_after_nms: 652, _person_num_after_nms: 651, _car_num_after_nms: 0
2024-09-27 20:59:38,444 - INFO - objects_num_before_nms: 40, objects_num_after_nms: 6, person_num_after_nms: 4, car_num_after_nms: 1 -> _objects_num_before_nms: 10205, _objects_num_after_nms: 674, _person_num_after_nms: 674, _car_num_after_nms: 0
2024-09-27 20:59:54,808 - INFO - objects_num_before_nms: 36, objects_num_after_nms: 5, person_num_after_nms: 3, car_num_after_nms: 1 -> _objects_num_before_nms: 9912, _objects_num_after_nms: 641, _person_num_after_nms: 638, _car_num_after_nms: 0
2024-09-27 21:00:10,941 - INFO - objects_num_before_nms: 17, objects_num_after_nms: 3, person_num_after_nms: 2, car_num_after_nms: 0 -> _objects_num_before_nms: 9564, _objects_num_after_nms: 608, _person_num_after_nms: 607, _car_num_after_nms: 0
2024-09-27 21:00:35,786 - INFO - objects_num_before_nms: 2, objects_num_after_nms: 1, person_num_after_nms: 1, car_num_after_nms: 0 -> _objects_num_before_nms: 10160, _objects_num_after_nms: 654, _person_num_after_nms: 654, _car_num_after_nms: 0
2024-09-27 21:00:52,148 - INFO - objects_num_before_nms: 11, objects_num_after_nms: 4, person_num_after_nms: 4, car_num_after_nms: 0 -> _objects_num_before_nms: 10802, _objects_num_after_nms: 673, _person_num_after_nms: 673, _car_num_after_nms: 0
2024-09-27 21:01:08,811 - INFO - objects_num_before_nms: 4, objects_num_after_nms: 1, person_num_after_nms: 1, car_num_after_nms: 0 -> _objects_num_before_nms: 10174, _objects_num_after_nms: 610, _person_num_after_nms: 610, _car_num_after_nms: 0
2024-09-27 21:01:34,503 - INFO - objects_num_before_nms: 0, objects_num_after_nms: 0, person_num_after_nms: 0, car_num_after_nms: 0 -> _objects_num_before_nms: 10372, _objects_num_after_nms: 643, _person_num_after_nms: 643, _car_num_after_nms: 0
2024-09-27 21:01:51,610 - INFO - objects_num_before_nms: 1, objects_num_after_nms: 1, person_num_after_nms: 1, car_num_after_nms: 0 -> _objects_num_before_nms: 10606, _objects_num_after_nms: 686, _person_num_after_nms: 685, _car_num_after_nms: 0
2024-09-27 21:02:08,313 - INFO - objects_num_before_nms: 2, objects_num_after_nms: 1, person_num_after_nms: 1, car_num_after_nms: 0 -> _objects_num_before_nms: 10677, _objects_num_after_nms: 693, _person_num_after_nms: 692, _car_num_after_nms: 0
2024-09-27 21:02:33,921 - INFO - objects_num_before_nms: 20, objects_num_after_nms: 2, person_num_after_nms: 2, car_num_after_nms: 0 -> _objects_num_before_nms: 10941, _objects_num_after_nms: 680, _person_num_after_nms: 679, _car_num_after_nms: 0
2024-09-27 21:02:52,410 - INFO - objects_num_before_nms: 16, objects_num_after_nms: 3, person_num_after_nms: 3, car_num_after_nms: 0 -> _objects_num_before_nms: 9967, _objects_num_after_nms: 656, _person_num_after_nms: 653, _car_num_after_nms: 0
2024-09-27 21:03:09,203 - INFO - objects_num_before_nms: 14, objects_num_after_nms: 1, person_num_after_nms: 1, car_num_after_nms: 0 -> _objects_num_before_nms: 10118, _objects_num_after_nms: 660, _person_num_after_nms: 660, _car_num_after_nms: 0
2024-09-27 21:03:33,305 - INFO - objects_num_before_nms: 2, objects_num_after_nms: 1, person_num_after_nms: 1, car_num_after_nms: 0 -> _objects_num_before_nms: 10198, _objects_num_after_nms: 674, _person_num_after_nms: 674, _car_num_after_nms: 0
2024-09-27 21:03:50,442 - INFO - objects_num_before_nms: 11, objects_num_after_nms: 3, person_num_after_nms: 2, car_num_after_nms: 1 -> _objects_num_before_nms: 10843, _objects_num_after_nms: 709, _person_num_after_nms: 708, _car_num_after_nms: 0
2024-09-27 21:04:07,609 - INFO - objects_num_before_nms: 34, objects_num_after_nms: 4, person_num_after_nms: 3, car_num_after_nms: 1 -> _objects_num_before_nms: 10287, _objects_num_after_nms: 675, _person_num_after_nms: 673, _car_num_after_nms: 0
2024-09-27 21:04:33,115 - INFO - objects_num_before_nms: 55, objects_num_after_nms: 8, person_num_after_nms: 6, car_num_after_nms: 1 -> _objects_num_before_nms: 9919, _objects_num_after_nms: 626, _person_num_after_nms: 626, _car_num_after_nms: 0
2024-09-27 21:04:52,266 - INFO - objects_num_before_nms: 58, objects_num_after_nms: 6, person_num_after_nms: 4, car_num_after_nms: 1 -> _objects_num_before_nms: 10314, _objects_num_after_nms: 672, _person_num_after_nms: 671, _car_num_after_nms: 0
2024-09-27 21:05:10,262 - INFO - objects_num_before_nms: 74, objects_num_after_nms: 8, person_num_after_nms: 7, car_num_after_nms: 0 -> _objects_num_before_nms: 9911, _objects_num_after_nms: 623, _person_num_after_nms: 623, _car_num_after_nms: 0
2024-09-27 21:05:32,566 - INFO - objects_num_before_nms: 60, objects_num_after_nms: 5, person_num_after_nms: 4, car_num_after_nms: 0 -> _objects_num_before_nms: 10804, _objects_num_after_nms: 705, _person_num_after_nms: 705, _car_num_after_nms: 0
2024-09-27 21:05:49,574 - INFO - objects_num_before_nms: 65, objects_num_after_nms: 5, person_num_after_nms: 3, car_num_after_nms: 1 -> _objects_num_before_nms: 9583, _objects_num_after_nms: 630, _person_num_after_nms: 629, _car_num_after_nms: 0
2024-09-27 21:06:06,518 - INFO - objects_num_before_nms: 37, objects_num_after_nms: 5, person_num_after_nms: 4, car_num_after_nms: 1 -> _objects_num_before_nms: 10523, _objects_num_after_nms: 689, _person_num_after_nms: 689, _car_num_after_nms: 0
2024-09-27 21:06:31,187 - INFO - objects_num_before_nms: 28, objects_num_after_nms: 3, person_num_after_nms: 3, car_num_after_nms: 0 -> _objects_num_before_nms: 10490, _objects_num_after_nms: 669, _person_num_after_nms: 669, _car_num_after_nms: 0
2024-09-27 21:06:48,311 - INFO - objects_num_before_nms: 23, objects_num_after_nms: 3, person_num_after_nms: 3, car_num_after_nms: 0 -> _objects_num_before_nms: 10089, _objects_num_after_nms: 662, _person_num_after_nms: 660, _car_num_after_nms: 0
2024-09-27 21:07:05,640 - INFO - objects_num_before_nms: 25, objects_num_after_nms: 3, person_num_after_nms: 3, car_num_after_nms: 0 -> _objects_num_before_nms: 10500, _objects_num_after_nms: 676, _person_num_after_nms: 675, _car_num_after_nms: 0
2024-09-27 21:07:30,279 - INFO - objects_num_before_nms: 27, objects_num_after_nms: 3, person_num_after_nms: 3, car_num_after_nms: 0 -> _objects_num_before_nms: 11342, _objects_num_after_nms: 697, _person_num_after_nms: 695, _car_num_after_nms: 0
2024-09-27 21:07:47,634 - INFO - objects_num_before_nms: 30, objects_num_after_nms: 3, person_num_after_nms: 3, car_num_after_nms: 0 -> _objects_num_before_nms: 10823, _objects_num_after_nms: 698, _person_num_after_nms: 696, _car_num_after_nms: 0
2024-09-27 21:08:04,639 - INFO - objects_num_before_nms: 18, objects_num_after_nms: 2, person_num_after_nms: 2, car_num_after_nms: 0 -> _objects_num_before_nms: 11402, _objects_num_after_nms: 721, _person_num_after_nms: 719, _car_num_after_nms: 0
2024-09-27 21:08:30,270 - INFO - objects_num_before_nms: 5, objects_num_after_nms: 2, person_num_after_nms: 2, car_num_after_nms: 0 -> _objects_num_before_nms: 10391, _objects_num_after_nms: 678, _person_num_after_nms: 677, _car_num_after_nms: 0
2024-09-27 21:08:47,358 - INFO - objects_num_before_nms: 6, objects_num_after_nms: 2, person_num_after_nms: 1, car_num_after_nms: 0 -> _objects_num_before_nms: 10651, _objects_num_after_nms: 677, _person_num_after_nms: 674, _car_num_after_nms: 0
2024-09-27 21:09:04,639 - INFO - objects_num_before_nms: 2, objects_num_after_nms: 1, person_num_after_nms: 1, car_num_after_nms: 0 -> _objects_num_before_nms: 10709, _objects_num_after_nms: 689, _person_num_after_nms: 688, _car_num_after_nms: 0
2024-09-27 21:09:29,500 - INFO - objects_num_before_nms: 2, objects_num_after_nms: 1, person_num_after_nms: 1, car_num_after_nms: 0 -> _objects_num_before_nms: 10664, _objects_num_after_nms: 690, _person_num_after_nms: 688, _car_num_after_nms: 0
2024-09-27 21:09:47,121 - INFO - objects_num_before_nms: 4, objects_num_after_nms: 1, person_num_after_nms: 1, car_num_after_nms: 0 -> _objects_num_before_nms: 10569, _objects_num_after_nms: 689, _person_num_after_nms: 688, _car_num_after_nms: 0
2024-09-27 21:10:04,544 - INFO - objects_num_before_nms: 30, objects_num_after_nms: 3, person_num_after_nms: 3, car_num_after_nms: 0 -> _objects_num_before_nms: 10113, _objects_num_after_nms: 687, _person_num_after_nms: 686, _car_num_after_nms: 0
2024-09-27 21:10:29,565 - INFO - objects_num_before_nms: 19, objects_num_after_nms: 3, person_num_after_nms: 2, car_num_after_nms: 0 -> _objects_num_before_nms: 10508, _objects_num_after_nms: 700, _person_num_after_nms: 698, _car_num_after_nms: 0
2024-09-27 21:10:46,662 - INFO - objects_num_before_nms: 10, objects_num_after_nms: 2, person_num_after_nms: 2, car_num_after_nms: 0 -> _objects_num_before_nms: 9685, _objects_num_after_nms: 626, _person_num_after_nms: 625, _car_num_after_nms: 0
2024-09-27 21:11:03,613 - INFO - objects_num_before_nms: 22, objects_num_after_nms: 3, person_num_after_nms: 2, car_num_after_nms: 1 -> _objects_num_before_nms: 10180, _objects_num_after_nms: 664, _person_num_after_nms: 661, _car_num_after_nms: 0
2024-09-27 21:11:29,597 - INFO - objects_num_before_nms: 25, objects_num_after_nms: 5, person_num_after_nms: 3, car_num_after_nms: 1 -> _objects_num_before_nms: 9874, _objects_num_after_nms: 657, _person_num_after_nms: 656, _car_num_after_nms: 0
2024-09-27 21:11:48,941 - INFO - objects_num_before_nms: 71, objects_num_after_nms: 7, person_num_after_nms: 4, car_num_after_nms: 1 -> _objects_num_before_nms: 11093, _objects_num_after_nms: 708, _person_num_after_nms: 707, _car_num_after_nms: 0
2024-09-27 21:12:06,913 - INFO - objects_num_before_nms: 65, objects_num_after_nms: 6, person_num_after_nms: 5, car_num_after_nms: 0 -> _objects_num_before_nms: 10770, _objects_num_after_nms: 697, _person_num_after_nms: 696, _car_num_after_nms: 0
2024-09-27 21:12:31,275 - INFO - objects_num_before_nms: 70, objects_num_after_nms: 7, person_num_after_nms: 5, car_num_after_nms: 0 -> _objects_num_before_nms: 10709, _objects_num_after_nms: 698, _person_num_after_nms: 697, _car_num_after_nms: 0
2024-09-27 21:12:48,063 - INFO - objects_num_before_nms: 73, objects_num_after_nms: 5, person_num_after_nms: 4, car_num_after_nms: 0 -> _objects_num_before_nms: 10704, _objects_num_after_nms: 689, _person_num_after_nms: 689, _car_num_after_nms: 0
2024-09-27 21:13:05,325 - INFO - objects_num_before_nms: 56, objects_num_after_nms: 7, person_num_after_nms: 6, car_num_after_nms: 0 -> _objects_num_before_nms: 10877, _objects_num_after_nms: 717, _person_num_after_nms: 716, _car_num_after_nms: 0
2024-09-27 21:13:29,107 - INFO - objects_num_before_nms: 53, objects_num_after_nms: 6, person_num_after_nms: 4, car_num_after_nms: 0 -> _objects_num_before_nms: 10493, _objects_num_after_nms: 698, _person_num_after_nms: 697, _car_num_after_nms: 0
2024-09-27 21:13:46,213 - INFO - objects_num_before_nms: 40, objects_num_after_nms: 5, person_num_after_nms: 5, car_num_after_nms: 0 -> _objects_num_before_nms: 10629, _objects_num_after_nms: 699, _person_num_after_nms: 697, _car_num_after_nms: 0
2024-09-27 21:14:02,776 - INFO - objects_num_before_nms: 47, objects_num_after_nms: 5, person_num_after_nms: 5, car_num_after_nms: 0 -> _objects_num_before_nms: 10389, _objects_num_after_nms: 669, _person_num_after_nms: 667, _car_num_after_nms: 0
2024-09-27 21:14:27,596 - INFO - objects_num_before_nms: 53, objects_num_after_nms: 5, person_num_after_nms: 5, car_num_after_nms: 0 -> _objects_num_before_nms: 9895, _objects_num_after_nms: 655, _person_num_after_nms: 654, _car_num_after_nms: 0
2024-09-27 21:14:44,690 - INFO - objects_num_before_nms: 54, objects_num_after_nms: 6, person_num_after_nms: 5, car_num_after_nms: 0 -> _objects_num_before_nms: 10548, _objects_num_after_nms: 686, _person_num_after_nms: 685, _car_num_after_nms: 0
2024-09-27 21:15:01,830 - INFO - objects_num_before_nms: 15, objects_num_after_nms: 3, person_num_after_nms: 3, car_num_after_nms: 0 -> _objects_num_before_nms: 10483, _objects_num_after_nms: 693, _person_num_after_nms: 690, _car_num_after_nms: 0
